"","gene_name"
"18927","Wdr46"
"18928","B3galt4"
"18929","Rps18"
"18930","Vps52"
"18931","H2-K1"
"18932","Ring1"
"18933","H2-Ke6"
"18934","Slc39a7"
"18935","Rxrb"
"18936","Col11a2"
"18937","H2-Oa"
"18938","Brd2"
"18939","H2-DMa"
"18940","H2-DMb2"
"18941","H2-DMb1"
"18942","Psmb9"
"18943","Tap1"
"18944","Psmb8"
"18945","Tap2"
"18946","H2-Ob"
"18947","H2-Ab1"
"18948","H2-Aa"
"18949","H2-Eb1"
"18950","H2-Eb2"
"18951","Btnl2"
"18952","Btnl1"
"18953","BC051142"
"18954","Btnl4"
"18955","Btnl6"
"18956","Notch4"
"18957","Gpsm3"
"18958","Pbx2"
"18959","Ager"
"18960","Rnf5"
"18961","Agpat1"
"18962","Egfl8"
"18963","Ppt2"
"18964","Prrt1"
"18965","Fkbpl"
"18966","Atf6b"
"18967","Tnxb"
"18968","C4b"
"18969","Cyp21a1"
"18970","Stk19"
"18971","Dxo"
"18972","Skiv2l"
"18973","Nelfe"
"18974","Cfb"
"18975","Gm20547"
"18976","C2"
"18977","Zbtb12"
"18978","Ehmt2"
"18979","Slc44a4"
"18980","Neu1"
"18981","Hspa1b"
"18982","Hspa1a"
"18983","Gm20481"
"18984","Hspa1l"
"18985","Lsm2"
"18986","Vars"
"18987","Vwa7"
"18988","Sapcd1"
"18989","Msh5"
"18990","Clic1"
"18991","Ddah2"
"18992","Mpig6b"
"18993","Ly6g6c"
"18994","Ly6g6d"
"18995","Ly6g6e"
"18996","Ly6g6f"
"18997","Abhd16a"
"18998","Ly6g5c"
"18999","Ly6g5b"
"19000","Csnk2b"
"19001","Gpank1"
"19002","D17H6S53E"
"19003","Apom"
"19004","Bag6"
"19005","Prrc2a"
"19006","Aif1"
"19007","Lst1"
"19008","Ltb"
"19009","Tnf"
"19010","Lta"
"19011","Nfkbil1"
"19012","Gm16181"
"19013","Atp6v1g2"
"19014","Ddx39b"
"19015","H2-D1"
"19016","H2-Q1"
"19017","H2-Q2"
"19018","H2-Q4"
"19019","H2-Q6"
"19020","H2-Q7"
"19021","H2-Q10"
"19022","Pou5f1"
"19023","Tcf19"
"19024","Cchcr1"
"19025","Psors1c2"
"19026","Cdsn"
"19027","2300002M23Rik"
"19028","Sfta2"
"19029","Gm9573"
"19030","Mucl3"
"19031","Vars2"
"19032","Gtf2h4"
"19033","Ddr1"
"19034","Ier3"
"19035","Flot1"
"19036","Tubb5"
"19037","Mdc1"
"19038","Nrm"
"19039","Ppp1r18"
"19040","Dhx16"
"19041","2310061I04Rik"
"19042","Atat1"
"19043","Mrps18b"
"19044","Ppp1r10"
"19045","Abcf1"
"19046","Prr3"
"19047","Gnl1"
"19048","H2-T24"
"19049","H2-T23"
"19050","H2-T22"
"19051","Gm6034"
"19052","Gm11127"
"19053","Gm7030"
"19054","Gm19684"
"19055","Gm8909"
"19056","H2-T3"
"19057","Rpp21"
"19058","Trim39"
"19059","H2-M10.2"
"19060","H2-M10.1"
"19061","H2-M10.3"
"19062","H2-M10.4"
"19063","H2-M11"
"19064","H2-M9"
"19065","H2-M1"
"19066","H2-M10.5"
"19067","H2-M10.6"
"19068","Trim26"
"19069","Trim15"
"19070","Trim10"
"19071","Trim40"
"19072","Trim31"
"19073","Rnf39"
"19074","Ppp1r11"
"19075","Znrd1"
"19076","Znrd1as"
"19077","2410137M14Rik"
"19078","H2-M5"
"19079","Zfp57"
"19080","Mog"
"19081","Gabbr1"
"19082","Olfr90"
"19083","Olfr91"
"19084","Olfr92"
"19085","Olfr93"
"19086","Ubd"
"19087","Olfr94"
"19088","Olfr95"
"19089","Olfr96"
"19090","Olfr97"
"19091","Olfr98"
"19092","H2-M3"
"19093","Olfr99"
"19094","Olfr101"
"19095","Olfr102"
"19096","Olfr103"
"19097","Olfr104-ps"
"19098","Olfr105-ps"
"19099","Olfr106-ps"
"19100","Olfr107"
"19101","Olfr108"
"19102","Olfr109"
"19103","H2-M2"
"19104","Olfr110"
"19105","Olfr111"
"19106","Olfr112"
"19107","Olfr113"
"19108","Olfr114"
"19109","Olfr115"
"19110","Olfr116"
"19111","Olfr117"
"19112","Olfr118"
"19113","Olfr119"
"19114","Olfr120"
"19115","Olfr121"
"19116","Olfr122"
"19117","Olfr123"
"19118","Olfr124"
"19119","Olfr125"
"19120","Olfr126"
"19121","Olfr127"
"19122","Olfr128"
"19123","Olfr761"
"19124","Olfr129"
"19125","Olfr130"
"19126","Olfr131"
"19127","Olfr132"
"19128","Olfr133"
"19129","Olfr134"
"19130","Olfr135"
"19131","Olfr138"
"19132","Olfr137"
"19133","Olfr136"
"19134","Esp36"
"19135","Esp34"
"19136","Esp31"
"19137","Esp24"
"19138","Gm21903"
"19139","Esp23"
"19140","Esp22"
"19141","Esp18"
"19142","Esp16"
"19143","Esp15"
"19144","Esp38"
"19145","Gm49835"
"19146","Pgk2"
"19147","Crisp3"
"19148","Crisp1"
"19149","Esp8"
"19150","Esp6"
"19151","Gm44501"
"19152","Esp5"
"19153","Esp4"
"19154","Esp3"
"19155","Esp1"
"19156","Crisp2"
"19157","Rhag"
"19158","9130008F23Rik"
"19159","Glyatl3"
"19160","Cenpq"
"19161","Mmut"
"19162","Ptchd4"
"19163","Opn5"
"19164","Adgrf4"
"19165","Adgrf2"
"19166","Cd2ap"
"19167","Tnfrsf21"
"19168","Adgrf1"
"19169","Adgrf5"
"19170","Mep1a"
"19171","Ankrd66"
"19172","Pla2g7"
"19173","Tdrd6"
"19174","Slc25a27"
"19175","Cyp39a1"
"19176","Rcan2"
"19177","Enpp5"
"19178","Enpp4"
"19179","Clic5"
"19180","Runx2"
"19181","Supt3"
"19182","Cdc5l"
"19183","Spats1"
"19184","Aars2"
"19185","Tcte1"
"19186","Tmem151b"
"19187","Nfkbie"
"19188","Slc35b2"
"19189","Hsp90ab1"
"19190","Slc29a1"
"19191","Mymx"
"19192","Capn11"
"19193","Tmem63b"
"19194","Mrpl14"
"19195","1600014C23Rik"
"19196","Vegfa"
"19197","Mrps18a"
"19198","Rsph9"
"19199","Mad2l1bp"
"19200","Gtpbp2"
"19201","Polh"
"19202","Xpo5"
"19203","Polr1c"
"19204","Yipf3"
"19205","Lrrc73"
"19206","Tjap1"
"19207","Dlk2"
"19208","Abcc10"
"19209","Zfp318"
"19210","Crip3"
"19211","Slc22a7"
"19212","Ttbk1"
"19213","Dnph1"
"19214","Cul9"
"19215","Srf"
"19216","Ptk7"
"19217","Klc4"
"19218","Mrpl2"
"19219","Cul7"
"19220","Rrp36"
"19221","Klhdc3"
"19222","Mea1"
"19223","Ppp2r5d"
"19224","Pex6"
"19225","Gnmt"
"19226","Cnpy3"
"19227","Ptcra"
"19228","2310039H08Rik"
"19229","Rpl7l1"
"19230","Bicral"
"19231","Tbcc"
"19232","Prph2"
"19233","Ubr2"
"19234","Mrps10"
"19235","Guca1b"
"19236","Guca1a"
"19237","Gm50461"
"19238","1700001C19Rik"
"19239","AI661453"
"19240","Taf8"
"19241","Ccnd3"
"19242","Bysl"
"19243","Med20"
"19244","Gm20517"
"19245","Usp49"
"19246","Tomm6"
"19247","Gm21981"
"19248","Prickle4"
"19249","Frs3"
"19250","Pgc"
"19251","Tfeb"
"19252","Mdfi"
"19253","Foxp4"
"19254","1700122O11Rik"
"19255","1700067P10Rik"
"19256","9830107B12Rik"
"19257","A530064D06Rik"
"19258","Trem1"
"19259","Trem3"
"19260","Treml4"
"19261","Treml2"
"19262","B430306N03Rik"
"19263","Trem2"
"19264","Treml1"
"19265","Nfya"
"19266","Oard1"
"19267","Apobec2"
"19268","Tspo2"
"19269","Unc5cl"
"19270","Lrfn2"
"19271","Mocs1"
"19272","Daam2"
"19273","Kif6"
"19274","Rftn1"
"19275","Dazl"
"19276","Plcl2"
"19277","Tbc1d5"
"19278","Satb1"
"19279","Kcnh8"
"19280","Efhb"
"19281","Rab5a"
"19282","Pp2d1"
"19283","Kat2b"
"19284","Sgo1"
"19285","Sult1c2"
"19286","Sult1c1"
"19287","Slc5a7"
"19288","St6gal2"
"19289","Vmn2r118"
"19290","Pot1b"
"19291","Adgre4"
"19292","Zfp119a"
"19293","Zfp959"
"19294","Zfp119b"
"19295","Ebi3"
"19296","Yju2"
"19297","Shd"
"19298","Fsd1"
"19299","Stap2"
"19300","Mpnd"
"19301","Sh3gl1"
"19302","Chaf1a"
"19303","Ubxn6"
"19304","Hdgfl2"
"19305","Plin4"
"19306","Plin5"
"19307","Lrg1"
"19308","Sema6b"
"19309","Tnfaip8l1"
"19310","Mydgf"
"19311","Dpp9"
"19312","Fem1a"
"19313","Ticam1"
"19314","Plin3"
"19315","Arrdc5"
"19316","Uhrf1"
"19317","Kdm4b"
"19318","Ptprs"
"19319","Znrf4"
"19320","Gm20219"
"19321","Safb2"
"19322","Safb"
"19323","Micos13"
"19324","Rpl36"
"19325","Lonp1"
"19326","Catsperd"
"19327","Ranbp3"
"19328","Vmac"
"19329","Ndufa11"
"19330","Nrtn"
"19331","Dus3l"
"19332","Prr22"
"19333","Rfx2"
"19334","Acsbg2"
"19335","Acsbg3"
"19336","Mllt1"
"19337","Acer1"
"19338","Clpp"
"19339","Alkbh7"
"19340","Pspn"
"19341","Gtf2f1"
"19342","Gm17949"
"19343","Khsrp"
"19344","Slc25a41"
"19345","Slc25a23"
"19346","Crb3"
"19347","Dennd1c"
"19348","Tubb4a"
"19349","Tnfsf9"
"19350","Cd70"
"19351","Tnfsf14"
"19352","C3"
"19353","Gpr108"
"19354","Trip10"
"19355","Vav1"
"19356","Adgre1"
"19357","Vmn2r120"
"19358","Gm21834"
"19359","Cntnap5c"
"19360","Pdzph1"
"19361","Nudt12"
"19362","Efna5"
"19363","Fbxl17"
"19364","Fer"
"19365","A930002H24Rik"
"19366","Pja2"
"19367","Man2a1"
"19368","4930583I09Rik"
"19369","Tmem232"
"19370","Vapa"
"19371","Txndc2"
"19372","Rab31"
"19373","Ppp4r1"
"19374","Ralbp1"
"19375","Twsg1"
"19376","Ankrd12"
"19377","Ndufv2"
"19378","Washc1"
"19379","Ddx11"
"19380","Mtcl1"
"19381","Rab12"
"19382","Themis3"
"19383","Ptprm"
"19384","Lrrc30"
"19385","Lama1"
"19386","Arhgap28"
"19387","L3mbtl4"
"19388","Tmem200c"
"19389","Epb41l3"
"19390","Zbtb14"
"19391","Akain1"
"19392","Dlgap1"
"19393","Tgif1"
"19394","Myl12b"
"19395","Gm49909"
"19396","Myl12a"
"19397","Myom1"
"19398","Lpin2"
"19399","Emilin2"
"19400","Smchd1"
"19401","Gm4707"
"19402","Ndc80"
"19403","Spdya"
"19404","Wdr43"
"19405","Togaram2"
"19406","Pcare"
"19407","Clip4"
"19408","Alk"
"19409","Ypel5"
"19410","Lbh"
"19411","Lclat1"
"19412","Capn13"
"19413","Galnt14"
"19414","Ehd3"
"19415","Xdh"
"19416","Srd5a2"
"19417","Memo1"
"19418","Dpy30"
"19419","Spast"
"19420","Slc30a6"
"19421","Nlrc4"
"19422","Yipf4"
"19423","Birc6"
"19424","Ttc27"
"19425","Ltbp1"
"19426","Rasgrp3"
"19427","Fam98a"
"19428","Crim1"
"19429","Fez2"
"19430","Vit"
"19431","Strn"
"19432","Heatr5b"
"19433","Gpatch11"
"19434","Eif2ak2"
"19435","Sult6b1"
"19436","Cebpzos"
"19437","Cebpz"
"19438","Ndufaf7"
"19439","Prkd3"
"19440","Qpct"
"19441","Cdc42ep3"
"19442","Rmdn2"
"19443","Cyp1b1"
"19444","Atl2"
"19445","Hnrnpll"
"19446","Galm"
"19447","Srsf7"
"19448","Ttc39d"
"19449","Gemin6"
"19450","Dhx57"
"19451","Morn2"
"19452","Arhgef33"
"19453","Gm10190"
"19454","Sos1"
"19455","Cdkl4"
"19456","Map4k3"
"19457","Tmem178"
"19458","Thumpd2"
"19459","Slc8a1"
"19460","Gm11096"
"19461","Pkdcc"
"19462","Eml4"
"19463","Cox7a2l"
"19464","Kcng3"
"19465","Mta3"
"19466","Haao"
"19467","Zfp36l2"
"19468","Thada"
"19469","Plekhh2"
"19470","Dync2li1"
"19471","Abcg5"
"19472","Abcg8"
"19473","Lrpprc"
"19474","Ppm1b"
"19475","Slc3a1"
"19476","Prepl"
"19477","Camkmt"
"19478","Six3"
"19479","Six2"
"19480","Srbd1"
"19481","Prkce"
"19482","Gm10309"
"19483","Epas1"
"19484","Tmem247"
"19485","Atp6v1e2"
"19486","Rhoq"
"19487","Pigf"
"19488","Cript"
"19489","Socs5"
"19490","Mcfd2"
"19491","Ttc7"
"19492","Stpg4"
"19493","Calm2"
"19494","Epcam"
"19495","Msh2"
"19496","Kcnk12"
"19497","Rpl36-ps4"
"19498","Msh6"
"19499","Fbxo11"
"19500","Foxn2"
"19501","Ppp1r21"
"19502","Ston1"
"19503","Gtf2a1l"
"19504","Lhcgr"
"19505","Fshr"
"19506","Gm10184"
"19507","Nrxn1"
"19508","Adcyap1"
"19509","Mettl4"
"19510","Vmn1r238"
"19511","Crem"
"19512","Cul2"
"19513","Bambi"
"19514","Lyzl1"
"19515","Map3k8"
"19516","Mtpap"
"19517","Jcad"
"19518","Svil"
"19519","Zfp438"
"19520","Zeb1"
"19521","Arhgap12"
"19522","Kif5b"
"19523","Epc1"
"19524","4921524L21Rik"
"19525","Rab18"
"19526","Mkx"
"19527","Armc4"
"19528","Mpp7"
"19529","Wac"
"19530","Fzd8"
"19531","Gjd4"
"19532","Ccny"
"19533","Cetn1"
"19534","Colec12"
"19535","Thoc1"
"19536","Usp14"
"19537","Rock1"
"19538","Greb1l"
"19539","Esco1"
"19540","Snrpd1"
"19541","Abhd3"
"19542","Mib1"
"19543","Gata6"
"19544","Rbbp8"
"19545","Cables1"
"19546","Tmem241"
"19547","Riok3"
"19548","Rmc1"
"19549","Npc1"
"19550","Ankrd29"
"19551","Lama3"
"19552","Ttc39c"
"19553","Cabyr"
"19554","Osbpl1a"
"19555","Impact"
"19556","Hrh4"
"19557","Zfp521"
"19558","Ss18"
"19559","Psma8"
"19560","Taf4b"
"19561","Kctd1"
"19562","Aqp4"
"19563","Chst9"
"19564","Cdh2"
"19565","Dsc3"
"19566","Dsc2"
"19567","Dsc1"
"19568","Dsg1c"
"19569","Dsg1a"
"19570","Dsg1b"
"19571","Dsg4"
"19572","Dsg3"
"19573","Dsg2"
"19574","Ttr"
"19575","B4galt6"
"19576","Trappc8"
"19577","Rnf125"
"19578","Rnf138"
"19579","Mep1b"
"19580","Garem1"
"19581","Klhl14"
"19582","Ccdc178"
"19583","Asxl3"
"19584","Nol4"
"19585","Dtna"
"19586","Mapre2"
"19587","Zfp397"
"19588","Zfp35"
"19589","Zfp24"
"19590","Ino80c"
"19591","Galnt1"
"19592","2700062C07Rik"
"19593","Rprd1a"
"19594","Slc39a6"
"19595","Elp2"
"19596","Mocos"
"19597","Fhod3"
"19598","Gm9955"
"19599","Tpgs2"
"19600","AW554918"
"19601","Celf4"
"19602","Pik3c3"
"19603","Rit2"
"19604","Syt4"
"19605","Slc25a46"
"19606","B930094E09Rik"
"19607","Sap130"
"19608","Ammecr1l"
"19609","Polr2d"
"19610","Wdr33"
"19611","Sft2d3"
"19612","Lims2"
"19613","Gpr17"
"19614","Myo7b"
"19615","Iws1"
"19616","Proc"
"19617","Map3k2"
"19618","Ercc3"
"19619","Bin1"
"19620","Gm35060"
"19621","Gypc"
"19622","Tslp"
"19623","Wdr36"
"19624","Camk4"
"19625","Stard4"
"19626","Nrep"
"19627","Epb41l4a"
"19628","Apc"
"19629","Srp19"
"19630","Reep5"
"19631","Pkd2l2"
"19632","Fam13b"
"19633","Wnt8a"
"19634","Nme5"
"19635","Brd8dc"
"19636","Brd8"
"19637","Kif20a"
"19638","Cdc23"
"19639","Gfra3"
"19640","Cdc25c"
"19641","Gm3550"
"19642","Fam53c"
"19643","Kdm3b"
"19644","Reep2"
"19645","Egr1"
"19646","Etf1"
"19647","Hspa9"
"19648","Ctnna1"
"19649","Lrrtm2"
"19650","Sil1"
"19651","Snhg4"
"19652","Matr3"
"19653","Paip2"
"19654","Slc23a1"
"19655","Mzb1"
"19656","Gm50318"
"19657","Prob1"
"19658","Spata24"
"19659","Dnajc18"
"19660","1700066B19Rik"
"19661","Ecscr"
"19662","Sting1"
"19663","Ube2d2a"
"19664","Cxxc5"
"19665","Psd2"
"19666","Nrg2"
"19667","Pura"
"19668","Igip"
"19669","Cystm1"
"19670","Pfdn1"
"19671","Hbegf"
"19672","Slc4a9"
"19673","Ankhd1"
"19674","Maskbp3"
"19675","Eif4ebp3"
"19676","Sra1"
"19677","Apbb3"
"19678","Slc35a4"
"19679","E230025N22Rik"
"19680","Cd14"
"19681","Tmco6"
"19682","Ndufa2"
"19683","Ik"
"19684","Wdr55"
"19685","Dnd1"
"19686","Hars"
"19687","Hars2"
"19688","Zmat2"
"19689","Pcdha1"
"19690","Pcdha2"
"19691","Pcdha3"
"19692","Pcdha4"
"19693","Gm42416"
"19694","Pcdha5"
"19695","Pcdha6"
"19696","Gm37013"
"19697","Pcdha7"
"19698","Gm37388"
"19699","Pcdha8"
"19700","Pcdha9"
"19701","Pcdha11"
"19703","Pcdha12"
"19704","Pcdhac1"
"19705","Pcdhac2"
"19706","Pcdhb1"
"19707","Pcdhb2"
"19708","Pcdhb3"
"19709","Pcdhb4"
"19710","Pcdhb5"
"19711","Pcdhb6"
"19712","Pcdhb7"
"19713","Pcdhb8"
"19714","Pcdhb9"
"19715","Pcdhb10"
"19716","Pcdhb11"
"19717","Pcdhb12"
"19718","Pcdhb13"
"19719","Pcdhb14"
"19720","Pcdhb15"
"19721","Pcdhb16"
"19722","Pcdhb17"
"19723","Pcdhb18"
"19724","Pcdhb19"
"19725","Pcdhb20"
"19726","Pcdhb21"
"19727","Pcdhb22"
"19728","Slc25a2"
"19729","Taf7"
"19730","Pcdhga1"
"19731","Pcdhga2"
"19732","Pcdhga3"
"19733","Pcdhgb1"
"19734","Pcdhga4"
"19735","Pcdhgb2"
"19736","Pcdhga5"
"19737","Pcdhga6"
"19738","Pcdhga7"
"19739","Pcdhgb4"
"19740","Pcdhga8"
"19741","Pcdhgb5"
"19742","Pcdhga9"
"19743","Pcdhgb6"
"19744","Pcdhga10"
"19745","Pcdhgb7"
"19746","Pcdhga11"
"19747","Pcdhga12"
"19748","Pcdhgc3"
"19749","Pcdhgc4"
"19750","Pcdhgc5"
"19751","Diaph1"
"19752","Hdac3"
"19753","Rell2"
"19754","Fchsd1"
"19755","Arap3"
"19756","Pcdh1"
"19757","Dele1"
"19758","Pcdh12"
"19759","Rnf14"
"19760","Gnpda1"
"19761","Ndfip1"
"19762","Spry4"
"19763","Arhgap26"
"19764","Fgf1"
"19766","Nr3c1"
"19767","Pabpc2"
"19768","Yipf5"
"19769","Kctd16"
"19770","Prelid2"
"19771","Grxcr2"
"19772","Sh3rf2"
"19773","Plac8l1"
"19774","Lars"
"19775","Rbm27"
"19776","Pou4f3"
"19777","Tcerg1"
"19778","Gpr151"
"19779","Ppp2r2b"
"19780","Stk32a"
"19781","Dpysl3"
"19782","Eif3j2"
"19783","Jakmip2"
"19784","Spink1"
"19785","Scgb3a2"
"19786","Gm94"
"19787","Spink5"
"19788","Spink14"
"19789","Spink6"
"19790","Spink12"
"19791","Gm37797"
"19792","Gm10267"
"19793","Spinkl"
"19794","Spink11"
"19795","Gm10542"
"19796","Npy6r"
"19797","Myot"
"19798","Dcp2"
"19799","Mcc"
"19800","Ythdc2"
"19801","Kcnn2"
"19802","Trim36"
"19803","Pggt1b"
"19804","Ccdc112"
"19805","Fem1c"
"19806","Ticam2"
"19807","Tmed7"
"19808","Eif1a"
"19809","Cdo1"
"19810","Atg12"
"19811","Ap3s1"
"19812","Lvrn"
"19813","Arl14epl"
"19814","Commd10"
"19815","Hspe1-rs1"
"19816","Sema6a"
"19817","Eno1b"
"19818","Dtwd2"
"19819","Dmxl1"
"19820","Tnfaip8"
"19821","Hsd17b4"
"19822","Fam170a"
"19823","Pudp"
"19824","Prr16"
"19825","Ftmt"
"19826","Srfbp1"
"19827","Lox"
"19828","Zfp474"
"19829","1700034E13Rik"
"19830","Gykl1"
"19831","Sncaip"
"19832","Gm50457"
"19833","Snx2"
"19834","Snx24"
"19835","Ppic"
"19836","Prdm6"
"19837","Cep120"
"19838","Csnk1g3"
"19839","Zfp608"
"19840","Gramd3"
"19841","Aldh7a1"
"19842","Phax"
"19843","Tex43"
"19844","Lmnb1"
"19845","Marchf3"
"19846","C330018D20Rik"
"19847","Megf10"
"19848","Prrc1"
"19849","Ctxn3"
"19850","Ccdc192"
"19851","Slc12a2"
"19852","Fbn2"
"19853","Slc27a6"
"19854","Isoc1"
"19855","Adamts19"
"19856","Minar2"
"19857","Chsy3"
"19858","Gm4951"
"19859","Gm4841"
"19860","F830016B08Rik"
"19861","Iigp1"
"19862","Smim3"
"19863","Dctn4"
"19864","Rbm22"
"19865","Myoz3"
"19866","Synpo"
"19867","Ndst1"
"19868","Rps14"
"19869","Cd74"
"19870","Tcof1"
"19871","Arsi"
"19872","Camk2a"
"19873","Slc6a7"
"19874","Cdx1"
"19875","Pdgfrb"
"19876","Csf1r"
"19877","Hmgxb3"
"19878","Slc26a2"
"19879","Pde6a"
"19880","Ppargc1b"
"19881","Arhgef37"
"19882","Csnk1a1"
"19883","Il17b"
"19884","Pcyox1l"
"19885","Grpel2"
"19886","Afap1l1"
"19887","Ablim3"
"19888","Sh3tc2"
"19889","Adrb2"
"19890","Htr4"
"19891","Fbxo38"
"19892","Spink10"
"19893","Gm36368"
"19894","Spink7"
"19895","Spink13"
"19896","Apcdd1"
"19897","Napg"
"19898","Piezo2"
"19899","Txnl1"
"19900","Wdr7"
"19901","St8sia3"
"19902","Onecut2"
"19903","Fech"
"19904","Nars"
"19905","Atp8b1"
"19906","Nedd4l"
"19907","Alpk2"
"19908","Malt1"
"19909","Zfp532"
"19910","Oacyl"
"19911","Sec11c"
"19912","Grp"
"19913","Rax"
"19914","Cplx4"
"19915","Lman1"
"19916","Ccbe1"
"19917","Pmaip1"
"19918","Mc4r"
"19919","Gnal"
"19920","Chmp1b"
"19921","Mppe1"
"19922","Impa2"
"19923","Cidea"
"19924","Tubb6"
"19925","Afg3l2"
"19926","Prelid3a"
"19927","Spire1"
"19928","Cep76"
"19929","Psmg2"
"19930","Ptpn2"
"19931","Seh1l"
"19932","Cep192"
"19933","Ldlrad4"
"19934","Fam210a"
"19935","Rnmt"
"19936","Mc5r"
"19937","Mc2r"
"19938","Tcf4"
"19939","Ccdc68"
"19940","Rab27b"
"19941","Dynap"
"19942","AC124764.1"
"19943","4930503L19Rik"
"19944","Stard6"
"19945","Poli"
"19946","Mbd2"
"19947","Dcc"
"19948","Mex3c"
"19949","Smad4"
"19950","Elac1"
"19951","Me2"
"19952","Mro"
"19953","Mapk4"
"19954","Gm9925"
"19955","Ska1"
"19956","Cxxc1"
"19957","Mbd1"
"19958","Cfap53"
"19959","Myo5b"
"19960","Acaa2"
"19961","Lipg"
"19962","Rpl17"
"19963","BC031181"
"19964","Dym"
"19965","Smad7"
"19966","Ctif"
"19967","Zbtb7c"
"19968","Smad2"
"19969","Skor2"
"19970","Ier3ip1"
"19971","Gm50364"
"19972","Hdhd2"
"19973","Katnal2"
"19974","Pias2"
"19975","St8sia5"
"19976","Loxhd1"
"19977","Rnf165"
"19978","8030462N17Rik"
"19979","Haus1"
"19980","Atp5a1"
"19981","Pstpip2"
"19982","Epg5"
"19983","Siglec15"
"19984","Slc14a1"
"19985","Slc14a2"
"19986","Gm6133"
"19987","Setbp1"
"19988","Pard6g"
"19989","Gm21886"
"19990","Adnp2"
"19991","Rbfa"
"19992","Gm16286"
"19993","Txnl4a"
"19994","Hsbp1l1"
"19995","Slc66a2"
"19996","Kcng2"
"19997","Ctdp1"
"19998","Nfatc1"
"19999","Atp9b"
"20000","Sall3"
"20001","Galr1"
"20002","Mbp"
"20003","Zfp236"
"20004","Zfp516"
"20005","Tshz1"
"20006","Zadh2"
"20007","Zfp407"
"20008","Cndp1"
"20009","Cndp2"
"20010","Dipk1c"
"20011","Gm17266"
"20012","Cyb5a"
"20013","Fbxo15"
"20014","Timm21"
"20015","Neto1"
"20016","Cbln2"
"20017","Gm5096"
"20018","Socs6"
"20019","Rttn"
"20020","Cd226"
"20021","Dok6"
"20022","Tmx3"
"20023","Gm45871"
"20024","Ighmbp2"
"20025","Mrpl21"
"20026","Cpt1a"
"20027","Tesmin"
"20028","Gal"
"20029","Ppp6r3"
"20030","Lrp5"
"20031","1810055G02Rik"
"20032","Kmt5b"
"20033","Chka"
"20034","Tcirg1"
"20035","Ndufs8"
"20036","Aldh3b1"
"20037","Unc93b1"
"20038","Aldh3b3"
"20039","Aldh3b2"
"20040","Acy3"
"20041","Tbx10"
"20042","Nudt8"
"20043","Gm49405"
"20044","Doc2g"
"20045","Ndufv1"
"20046","Gstp1"
"20047","Gstp2"
"20048","Gstp3"
"20049","Cabp2"
"20050","Cdk2ap2"
"20051","Pitpnm1"
"20052","Aip"
"20053","Tmem134"
"20054","Cabp4"
"20055","Gpr152"
"20056","Coro1b"
"20057","Ptprcap"
"20058","Rps6kb2"
"20059","Carns1"
"20060","Tbc1d10c"
"20061","Ppp1ca"
"20062","Rad9a"
"20063","Clcf1"
"20064","Gm45928"
"20065","Pold4"
"20066","Ssh3"
"20067","Ankrd13d"
"20068","Grk2"
"20069","Kdm2a"
"20070","Rhod"
"20071","Syt12"
"20072","2010003K11Rik"
"20073","Pcx"
"20074","Lrfn4"
"20075","Rce1"
"20076","Gm960"
"20077","Sptbn2"
"20078","Gm21992"
"20079","Rbm4b"
"20080","Rbm4"
"20081","Rbm14"
"20082","Ccs"
"20083","Ccdc87"
"20084","Ctsf"
"20085","Actn3"
"20086","Zdhhc24"
"20087","Bbs1"
"20088","Dpp3"
"20089","Peli3"
"20090","Mrpl11"
"20091","Npas4"
"20092","Slc29a2"
"20093","B4gat1"
"20094","Gm50388"
"20095","Brms1"
"20096","Rin1"
"20097","Cd248"
"20098","Tmem151a"
"20099","Yif1a"
"20100","Cnih2"
"20101","Rab1b"
"20102","Klc2"
"20103","Pacs1"
"20104","Sf3b2"
"20105","Gal3st3"
"20106","Catsper1"
"20107","Cst6"
"20108","Banf1"
"20109","Eif1ad"
"20110","Sart1"
"20111","Tsga10ip"
"20112","Drap1"
"20113","AI837181"
"20114","Fosl1"
"20115","Ccdc85b"
"20116","Fibp"
"20117","Ctsw"
"20118","Efemp2"
"20119","Mus81"
"20120","Cfl1"
"20121","Snx32"
"20122","1700020D05Rik"
"20123","Ovol1"
"20124","Ap5b1"
"20125","Rnaseh2c"
"20126","Kat5"
"20127","Rela"
"20128","Sipa1"
"20129","Pcnx3"
"20130","Map3k11"
"20131","Kcnk7"
"20132","Ehbp1l1"
"20133","Fam89b"
"20134","Gm50387"
"20135","Znrd2"
"20136","Ltbp3"
"20137","Scyl1"
"20138","Frmd8"
"20139","Slc25a45"
"20140","Tigd3"
"20141","Dpf2"
"20142","Cdc42ep2"
"20143","Pola2"
"20144","Slc22a20"
"20145","Capn1"
"20146","Syvn1"
"20147","Mrpl49"
"20148","Fau"
"20149","Znhit2"
"20150","Tm7sf2"
"20151","Vps51"
"20152","Gm28374"
"20153","Tmem262"
"20154","Zfpl1"
"20155","Cdca5"
"20156","Gm550"
"20157","Naaladl1"
"20158","Sac3d1"
"20159","Snx15"
"20160","Arl2"
"20161","Batf2"
"20162","Majin"
"20163","Gpha2"
"20164","Ppp2r5b"
"20165","Atg2a"
"20166","Ehd1"
"20167","Cdc42bpg"
"20168","Men1"
"20169","Map4k2"
"20170","Sf1"
"20171","Pygm"
"20172","Rasgrp2"
"20173","Nrxn2"
"20174","Slc22a12"
"20175","Rps6ka4"
